SNPnames	Corr.All	FST.All	s_high	demog	p.end	SNPIncluded	He.LS	He_samp	log.bf	rho	xtx	xtx.empP	bf.empP	rho.empP	TW.Zscore	TW.MinusLogP	TW.P
1364607099_401	0.062439163	0.030463507	0	1R	0.421103534	TRUE	0.487550695	0.4872	-1.340178842	0.020532	97.944	0.723636364	0.117373737	0.391111111	0.356034	0.141574	0.721815
1364617303_445	-0.238512678	0.068457881	0	1R	0.310231446	TRUE	0.427975792	0.449154938	-1.240664612	0.0061879	102.17	0.873232323	0.408888889	0.284949495	0.501985	0.210646	0.615678
1364539844_972	0.312791843	0.043095733	0	1R	0.720801536	TRUE	0.402493364	0.398249383	-1.052027421	0.030482	97.741	0.712929293	0.708080808	0.472727273	1.39322	0.786342	0.163553
1364533942_995	-0.258289811	0.03467559	0	1R	0.454220947	TRUE	0.495808557	0.496527778	-1.259747872	-0.023448	96.14	0.627979798	0.356464646	0.123939394	0.858932	0.408515	0.390378
1364521193_368	-0.052897924	0.062065022	0	1R	0.205304212	TRUE	0.326308785	0.309175309	-1.026659671	0.10938	103.46	0.902323232	0.731111111	0.936767677	0.240125	0.0913898	0.810234
1364569123_381	-0.457218843	0.028822781	0	1R	0.251735367	TRUE	0.376729344	0.367673457	-1.240634378	0.081842	87.642	0.113737374	0.409191919	0.836060606	0.390928	0.157484	0.69585
1364604375_280	0.211312945	0.028006462	0	1R	0.225407955	TRUE	0.349198418	0.34875	-1.339504494	0.05162	90.858	0.278484848	0.119191919	0.644545455	0.233515	0.0886498	0.815362
1364611697_413	-0.216297511	0.041894268	0	1R	0.599591594	TRUE	0.480163029	0.476527778	-1.307981938	-0.0011642	100.77	0.836565657	0.21030303	0.238181818	0.0687226	0.0244715	0.94521
1364622047_381	-0.408216248	0.05218842	0	1R	0.840352876	TRUE	0.26831984	0.257327778	-1.369704366	0.0088391	97.895	0.721111111	0.056767677	0.302424242	1.4404	0.824619	0.149755
1364593165_713	-0.107742071	0.042510279	0	1R	0.423758799	TRUE	0.488374559	0.486111111	-1.015931976	0.081634	90.568	0.260707071	0.739393939	0.835252525	0.576604	0.248561	0.564207
1364588305_719	0.181386252	0.060515158	0	1R	0.700566158	TRUE	0.419546433	0.423516049	-1.040276681	0.029865	95.986	0.617979798	0.719393939	0.467373737	0.783285	0.363051	0.43346
1364595367_459	0.104279045	0.063993464	0	1R	0.436067001	TRUE	0.491825143	0.490812346	-1.298121299	0.0020882	92.192	0.366363636	0.239191919	0.26040404	0.527841	0.223582	0.59761
1364531568_671	-0.373994122	0.025978829	0	1R	0.237423604	TRUE	0.362107272	0.360138272	-1.00881381	0.086579	91.541	0.323232323	0.744949495	0.85969697	0.767647	0.353893	0.442697
1364516498_311	-0.097259309	0.026267531	0	1R	0.638830208	TRUE	0.461452347	0.450911111	-1.194023649	0.034006	94.227	0.506666667	0.512424242	0.50010101	0.633623	0.278745	0.526327
1364638902_60	-0.409559791	0.031103123	0	1R	0.431619344	TRUE	0.490648172	0.487727778	-1.07685446	0.064205	87.388	0.104848485	0.683131313	0.735252525	0.0684435	0.0243694	0.945433
1364577886_45	0.218132318	0.055805792	0	1R	0.773758005	TRUE	0.35011311	0.372767901	-1.341416285	-0.00086214	98.477	0.745050505	0.113232323	0.24020202	0.852003	0.40427	0.394213
1364522161_324	-0.227558784	0.141821734	0	1R	0.865836894	TRUE	0.232326734	0.21875	-0.986067879	0.066022	101.73	0.863434343	0.765050505	0.748282828	0.230131	0.0872519	0.81799
1364657564_377	-0.186018768	0.046126872	0	1R	0.070433008	TRUE	0.130944398	0.116701235	-1.381606698	0.085859	88.077	0.130909091	0.03959596	0.855858586	0.0984957	0.0354864	0.921539
1364570383_957	0.136759664	0.020053746	0	1R	0.527230758	TRUE	0.498516972	0.499701235	-1.366622453	0.012508	86.564	0.077878788	0.062020202	0.327171717	0.218519	0.0824815	0.827025
1364535118_926	0.204179889	0.027225387	0	1R	0.784022854	TRUE	0.338662037	0.336916049	-1.317223354	-0.05164	101	0.844242424	0.183939394	0.048585859	1.01219	0.506618	0.311445
1364593119_761	-0.439038195	0.076705684	0	1R	0.758745045	TRUE	0.366102003	0.370516049	-1.110255823	-0.019542	107.05	0.954646465	0.643737374	0.141818182	2.78777	2.27513	0.0053072
1364513914_588	-0.332569879	0.057313542	0	1R	0.392154383	TRUE	0.476738646	0.4872	0.086324231	0.085871	103.46	0.902323232	0.988989899	0.856060606	0.187762	0.0700383	0.851063
1364623008_797	-0.348652259	0.056231921	0	1R	0.835878825	TRUE	0.274370829	0.269554938	-1.304089494	0.039755	96.627	0.657272727	0.222323232	0.549090909	0.238107	0.0905518	0.811798
1364517136_668	0.227754495	0.043769311	0	1R	0.522061137	TRUE	0.499026612	0.499701235	-1.325487904	0.027915	91.719	0.335555556	0.160606061	0.451515152	0.0823029	0.0294644	0.934406
1364502178_120	-0.440159967	0.047408465	0	1R	0.317434114	TRUE	0.433339395	0.42220679	-1.05154791	0.1061	92.366	0.378282828	0.709090909	0.928181818	0.463149	0.191615	0.643257
1364591261_59	-0.021224431	0.034566458	0	1R	0.856738138	TRUE	0.245475802	0.258873457	-1.256984389	0.067916	83.768	0.02040404	0.364343434	0.75969697	0.232478	0.0882212	0.816167
1364526828_385	-0.334842512	0.035558518	0	1R	0.077605521	TRUE	0.143165809	0.144394444	-1.297715976	0.098774	93.822	0.479090909	0.240707071	0.905252525	0.608579	0.265357	0.542803
1364562749_71	-0.035279087	0.036193173	0	1R	0.49794338	TRUE	0.499991541	0.499994444	-1.033806625	-0.02988	99.419	0.786161616	0.725252525	0.101010101	1.00882	0.504373	0.31306
1364648478_118	0.076691187	0.035891529	0	1R	0.375672934	TRUE	0.469085561	0.46875	-1.237178945	-0.001114	95.84	0.607676768	0.419090909	0.238383838	0.261311	0.10026	0.793852
1364594498_532	-0.068255924	0.070431243	0	1R	0.175683823	TRUE	0.289638034	0.32265679	-0.969886247	0.054151	97.698	0.710909091	0.776565657	0.663636364	0.616417	0.269525	0.537619
1364663128_500	-0.245089114	0.115017952	0	1R	0.196675749	TRUE	0.315988798	0.347525309	-1.258903578	0.0218	108.15	0.963636364	0.358888889	0.401212121	0.770582	0.355606	0.440955
1364563317_232	0.069418017	0.049058185	0	1R	0.78795598	TRUE	0.334162707	0.323317901	-1.311624678	-0.022057	93.377	0.449494949	0.199292929	0.13030303	0.667977	0.297442	0.504148
1364569975_230	0.067623374	0.041933109	0	1R	0.109816206	TRUE	0.195513213	0.185311111	-1.368130263	0.02347	89.345	0.192121212	0.05989899	0.414747475	0.903706	0.436339	0.366152
1364697581_831	-0.264186518	0.048273224	0	1R	0.048779164	TRUE	0.092799514	0.116701235	-0.983175506	-0.03189	90.675	0.265757576	0.767070707	0.095454545	0.498793	0.209064	0.617925
1364506909_28	0.014815397	0.022896681	0	1R	0.497100156	TRUE	0.499983182	0.499444444	-1.032681399	0.099037	92.48	0.386464646	0.726464646	0.906464646	0.423572	0.17271	0.671878
1364531948_633	0.092531277	0.035034822	0	1R	0.075186166	TRUE	0.139066414	0.142517901	-0.865472282	-0.06598	89.014	0.174343434	0.840505051	0.028484848	0.967877	0.477418	0.333106
1364554748_760	0.027343208	0.036938417	0	1R	0.302693768	TRUE	0.422140502	0.429479012	-0.78994915	0.063623	93.676	0.47	0.872727273	0.730808081	0.0976913	0.0351855	0.922177
1364513919_420	0.174448326	0.031904575	0	1R	0.54207141	TRUE	0.496459993	0.496975309	-1.033426535	0.073029	94.797	0.542424242	0.725555556	0.789393939	0.697209	0.313657	0.485672
1364551651_140	-0.013004102	0.084281041	0	1R	0.876031217	TRUE	0.217201048	0.217916049	-1.151847846	-0.080041	91.047	0.291515152	0.584848485	0.014444444	0.419851	0.170957	0.674595
1364697265_124	0.56325363	0.033974227	0	1R	0.765876224	TRUE	0.358619667	0.38265679	-1.293188372	-0.05278	90.961	0.285858586	0.255050505	0.045858586	0.441281	0.181108	0.659009
1364616344_245	0.100634814	0.020502081	0	1R	0.769081467	TRUE	0.355190328	0.354799383	-1.138973658	-0.0067906	98.465	0.744545455	0.603838384	0.201919192	0.38901	0.1566	0.697269
1364574000_8	-0.019033583	0.068417557	0	1R	0.098333931	TRUE	0.177328738	0.190577778	-1.139099273	0.072556	95.774	0.603030303	0.603333333	0.786969697	0.211031	0.0794265	0.832863
1364591022_384	-0.092013481	0.050600691	0	1R	0.845709456	TRUE	0.260969944	0.244784568	-1.268089058	0.042854	92.018	0.353232323	0.332323232	0.573535354	0.703775	0.317338	0.481573
1364595722_591	0.150930002	0.11297805	0	1R	0.743188171	TRUE	0.381719027	0.393688272	-0.991399828	0.029108	98.576	0.75020202	0.76030303	0.461010101	0.721199	0.327175	0.470787
1364532319_58	-0.450801384	0.037411465	0	1R	0.184646809	TRUE	0.30110473	0.311911111	-1.316601704	-0.0019449	92.772	0.407171717	0.185353535	0.233939394	1.50772	0.880654	0.131627
1364580691_51	-0.078543078	0.048698346	0	1R	0.42910086	TRUE	0.489946624	0.485169753	-1.335884761	0.040994	94.05	0.492929293	0.128686869	0.558787879	0.366875	0.146477	0.713712
1364603738_651	0.090431601	0.05109474	0	1R	0.534541408	TRUE	0.497613782	0.496244444	-0.902256941	0.041609	97.824	0.717373737	0.81979798	0.563333333	0.103374	0.0373151	0.917667
1364613492_200	-0.137095913	0.032381609	0	1R	0.050575806	TRUE	0.096035787	0.110841975	-1.383545492	-0.01835	85.194	0.041414141	0.037272727	0.145858586	0.671002	0.299106	0.50222
1364519268_167	0.339147084	0.040253902	0	1R	0.136143557	TRUE	0.235216978	0.229479012	-1.301490592	0.067043	89.907	0.221212121	0.23030303	0.754242424	0.605927	0.263951	0.544564
1364578450_324	-0.255246393	0.098857693	0	1R	0.273273094	TRUE	0.39718982	0.414117901	-0.102735889	0.13717	95.288	0.573232323	0.981919192	0.98	0.20141	0.0755254	0.840378
1364574012_967	-0.329434338	0.033301058	0	1R	0.347404301	TRUE	0.453429105	0.445182716	-1.203411792	0.0071305	93.087	0.431010101	0.491111111	0.290808081	0.935221	0.456336	0.349675
1364598811_995	0.213041371	0.036825421	0	1R	0.439125498	TRUE	0.49258859	0.489567901	-0.119146409	0.12176	92.538	0.390606061	0.981414141	0.961212121	0.448368	0.184497	0.653888
1364700045_136	0.304400853	0.043366128	0	1R	0.52162673	TRUE	0.499064569	0.499243827	-1.25391875	-0.024909	99.929	0.805454545	0.373030303	0.117777778	0.485035	0.202281	0.627651
1364520909_741	0.276001754	0.086367931	0	1R	0.461342623	TRUE	0.497011214	0.4928	-0.810032702	0.119	100.93	0.842121212	0.864444444	0.956969697	0.983734	0.487787	0.325246
1364558682_312	0.215587083	0.045479526	0	1R	0.368399028	TRUE	0.465362368	0.462034568	-1.114514391	0.011649	102.41	0.87959596	0.637878788	0.320606061	0.284057	0.109933	0.776367
1364659226_857	-0.26015285	0.044434576	0	1R	0.71644111	TRUE	0.406306492	0.400244444	-1.206300394	-0.035119	94.98	0.553232323	0.484343434	0.084242424	1.38342	0.778493	0.166536
1364509852_103	0.337707499	0.037273479	0	1R	0.700075873	TRUE	0.41993929	0.432777778	-0.291409155	0.074339	88.7	0.158080808	0.96959596	0.795656566	0.920094	0.446695	0.357524
1364514169_843	0.162624119	0.057687805	0	1R	0.71144875	TRUE	0.410578852	0.411332716	-1.145912679	0.0052628	97.585	0.705555556	0.594040404	0.279191919	0.420828	0.171417	0.673881
1364534165_855	-0.33079988	0.053836168	0	1R	0.089492579	TRUE	0.162967315	0.166527778	-0.58266119	0.11454	92.689	0.401212121	0.93020202	0.947777778	0.161201	0.0595158	0.871935
1364571718_192	0.307160447	0.03133883	0	1R	0.345532581	TRUE	0.452279633	0.445182716	-0.73726422	0.10702	89.541	0.203636364	0.891717172	0.930505051	1.35936	0.759367	0.174034
1364552220_517	0.172943872	0.020626444	0	1R	0.832089709	TRUE	0.27943285	0.281466049	-1.223553076	0.042521	94.357	0.516161616	0.446868687	0.571313131	0.205098	0.0770176	0.837495
1364577241_346	0.043175892	0.029343338	0	1R	0.495988924	TRUE	0.499967823	0.499516049	-1.30849415	0.051181	99.788	0.79989899	0.208282828	0.641010101	0.459685	0.189941	0.645742
1364505476_127	-0.062204319	0.021052236	0	1R	0.188393654	TRUE	0.30580297	0.299444444	-1.235711758	0.031234	92.802	0.40959596	0.422626263	0.478383838	0.615792	0.269192	0.538032
1364577839_353	0.347845961	0.069241136	0	1R	0.887380378	TRUE	0.199872885	0.20355	-1.331343898	0.03971	96.469	0.646969697	0.142222222	0.548787879	1.71913	1.06757	0.0855911
1364550107_390	0.056475044	0.051635484	0	1R	0.215753552	TRUE	0.338407914	0.339444444	-0.797048755	0.038843	91.24	0.303131313	0.87020202	0.542727273	0.257292	0.0985672	0.796953
1364614333_215	0.187679426	0.056069061	0	1R	0.780154526	TRUE	0.343026884	0.354799383	-1.040553137	0.041278	95.712	0.598585859	0.719292929	0.560909091	0.568594	0.244406	0.569632
1364571232_775	-0.367072099	0.028703573	0	1R	0.242843241	TRUE	0.367740802	0.358960494	-1.200873204	0.026337	93.562	0.460808081	0.496666667	0.435555556	0.0954005	0.0343296	0.923997
1364626569_618	0.248930836	0.019888459	0	1R	0.621357508	TRUE	0.470544711	0.47355	-1.292370219	-0.023916	88.623	0.154848485	0.258383838	0.121616162	0.386946	0.155649	0.698796
1364532275_933	-0.454894103	0.058001425	0	1R	0.671901095	TRUE	0.440900027	0.433590123	-1.065077561	0.065081	94.118	0.498787879	0.695555556	0.741616162	0.908242	0.439197	0.36375
1364510430_627	0.390750117	0.119692059	0	1R	0.18940179	TRUE	0.307057504	0.305034568	-1.10720997	0.075225	96.722	0.663636364	0.64979798	0.800909091	1.86726	1.20855	0.0618657
1364532805_560	-0.110363279	0.042449469	0	1R	0.929441348	TRUE	0.131160258	0.119614198	-1.043639446	0.0067948	86.696	0.081414141	0.716767677	0.288888889	0.437356	0.179238	0.661854
1364522597_883	-0.094786167	0.015200135	0	1R	0.927532788	TRUE	0.13443143	0.12828642	-1.402590051	0.010289	82.764	0.012323232	0.016666667	0.311919192	0.348982	0.138404	0.727103
1364661833_721	-0.025572359	0.041661367	0	1R	0.484119481	TRUE	0.499495618	0.498394444	-1.229192156	0.056068	95.362	0.577676768	0.435252525	0.677373737	0.221697	0.083783	0.82455
1364702215_213	0.088347299	0.046451634	0	1R	0.585420769	TRUE	0.485406585	0.48	-1.055833293	0.0041923	97.759	0.713838384	0.705050505	0.273131313	0.22402	0.0847364	0.822742
1364536376_281	-0.180849864	0.054063719	0	1R	0.408579695	TRUE	0.483284656	0.480221605	-0.787625929	0.089722	96.77	0.665252525	0.874040404	0.872525253	1.06125	0.539737	0.288578
1364536726_759	-0.197123227	0.079862981	0	1R	0.941758232	TRUE	0.109699328	0.095	-1.265616269	0.038763	92.17	0.364848485	0.338484848	0.541616162	0.740874	0.338405	0.45877
1364556240_735	-0.374388174	0.027647358	0	1R	0.664736622	TRUE	0.445723691	0.443327778	-1.274611142	0.0152	93.39	0.45	0.312020202	0.346464646	0.961193	0.473073	0.336455
1364626215_217	-0.117601769	0.022974312	0	1R	0.486783113	TRUE	0.499650628	0.499516049	-1.179273237	0.014459	94.039	0.492424242	0.540808081	0.340606061	0.0841937	0.0301638	0.932902
1364681108_602	-0.133079	0.045835783	0	1R	0.746071549	TRUE	0.378897585	0.358960494	-1.274733758	-0.046826	100.04	0.810606061	0.311414141	0.057878788	0.424808	0.173293	0.670976
1364618783_481	0.325466195	0.019722038	0	1R	0.565674437	TRUE	0.491373737	0.497311111	-1.35102558	0.0047052	89.979	0.225050505	0.090707071	0.276161616	0.15071	0.0554163	0.880205
1364581429_659	-0.25915591	0.044220141	0	1R	0.486714641	TRUE	0.499646998	0.49955	-1.164601169	-0.025004	96.143	0.628282828	0.566363636	0.117070707	1.03244	0.520185	0.301866
1364627198_443	-0.140990492	0.06273914	0	1R	0.556969082	TRUE	0.493509047	0.490812346	-0.803934407	0.06984	89.51	0.201818182	0.867777778	0.771212121	0.822909	0.386624	0.41056
1364544540_279	-0.205260755	0.054202316	0	1R	0.585841523	TRUE	0.485262466	0.4838	-1.188244076	0.038937	95.768	0.602525253	0.524646465	0.543333333	0.548104	0.23387	0.58362
1364594077_419	-0.31573674	0.049299849	0	1R	0.383871814	TRUE	0.473028489	0.471466049	-1.223814756	0.03393	102.27	0.876363636	0.446060606	0.499292929	0.389262	0.156716	0.697082
1364561648_205	0.295667579	0.041358681	0	1R	0.780595913	TRUE	0.342531867	0.349360494	-1.259953276	0.028689	93.569	0.461515152	0.355858586	0.458383838	0.205643	0.0772385	0.837069
1364554736_763	0.48345731	0.050325983	0	1R	0.177651467	TRUE	0.292182847	0.290911111	-1.373485129	0.025817	99.586	0.792222222	0.051414141	0.432121212	1.09954	0.566178	0.271533
1364596236_446	-0.340325757	0.041347454	0	1R	0.858277452	TRUE	0.243274535	0.221244444	-0.738404102	0.10062	94.21	0.505656566	0.891212121	0.911616162	0.240103	0.0913808	0.81025
1364563533_176	0.261860951	0.027178988	0	1R	0.289706575	TRUE	0.411553351	0.407071605	-1.304605892	0.02013	94.653	0.534444444	0.220808081	0.387373737	0.249899	0.0954653	0.802666
1364656414_547	0.436695299	0.063631784	0	1R	0.307858975	TRUE	0.426163653	0.412266049	-0.958488887	0.084906	99.431	0.786464646	0.785555556	0.851919192	1.78599	1.13018	0.0741009
1364535354_20	0.115697023	0.045179455	0	1R	0.119109491	TRUE	0.20984484	0.194932716	-1.247076159	0.074779	85.924	0.05979798	0.391919192	0.798181818	0.31074	0.121479	0.755999
1364611198_583	0.270742381	0.065068659	0	1R	0.517844143	TRUE	0.499363173	0.499879012	-1.15487094	0.017844	101.25	0.851111111	0.580505051	0.367777778	0.5373	0.228368	0.59106
1364578278_560	0.213061249	0.03544058	0	1R	0.779310426	TRUE	0.343971372	0.332443827	-1.26167934	0.00066857	97.761	0.714141414	0.351818182	0.24989899	0.156367	0.0576231	0.875744
1364553177_791	0.248492398	0.058617172	0	1R	0.424370148	TRUE	0.488560251	0.497311111	-1.256443202	0.013455	103.19	0.895555556	0.365656566	0.334040404	0.0745106	0.0265931	0.940604
1364523376_184	0.081848647	0.074988551	0	1R	0.471886679	TRUE	0.498419282	0.496619753	-1.276216063	0.035331	104.63	0.921616162	0.308080808	0.512222222	0.756102	0.347185	0.449588
1364582091_487	-0.169962444	0.045400406	0	1R	0.54406699	TRUE	0.496116201	0.495219753	0.148941815	0.05397	95.649	0.594848485	0.990909091	0.663030303	0.6778	0.302859	0.497898
1364560267_956	-0.259882711	0.052374958	0	1R	0.732954076	TRUE	0.391464797	0.376661111	-1.001675261	-0.063864	96.61	0.656060606	0.751717172	0.030808081	1.85982	1.20127	0.0629112
1364530302_321	0.009549635	0.03061455	0	1R	0.762073588	TRUE	0.362634869	0.365953086	-1.306281843	-0.038855	88.207	0.136565657	0.215656566	0.074747475	0.279873	0.108142	0.779575
1364580303_153	0.010247592	0.040661368	0	1R	0.755263705	TRUE	0.369680882	0.3848	-1.326868459	-0.028968	95.109	0.562222222	0.155656566	0.103636364	1.25274	0.677157	0.210302
1364635265_686	-0.124513529	0.081171688	0	1R	0.611969526	TRUE	0.474925651	0.475554938	-1.257321992	0.02341	99.113	0.772929293	0.363232323	0.414444444	0.277416	0.107093	0.781461
1364533342_685	-0.453476258	0.038925896	0	1R	0.4555098	TRUE	0.496041244	0.497471605	-1.185639183	0.024693	97.474	0.69959596	0.52959596	0.424444444	0.890117	0.427822	0.373403
1364530210_142	0.463486032	0.043653107	0	1R	0.926187588	TRUE	0.13672828	0.139693827	-1.286072862	-0.081441	85.047	0.038080808	0.279292929	0.013636364	1.19908	0.637332	0.230498
1364562995_549	0.113423178	0.080599053	0	1R	0.156676759	TRUE	0.264258304	0.250311111	-1.106920999	0.074283	91.879	0.345757576	0.65020202	0.795151515	0.81568	0.382284	0.414683
1364656911_981	-0.00825103	0.053569607	0	1R	0.319682083	TRUE	0.434970898	0.437577778	-0.75009267	0.087312	98.61	0.751717172	0.887171717	0.862525253	1.32486	0.73232	0.185217
1364526969_292	0.057086741	0.017906897	0	1R	0.623337903	TRUE	0.469575524	0.48	-1.167101674	0.0077383	85.349	0.044747475	0.562525253	0.294646465	0.100669	0.0363005	0.919813
1364577666_93	0.483668924	0.186691628	0	1R	0.306707242	TRUE	0.425275819	0.410864198	-1.097257588	0.074661	115.91	0.995050505	0.66040404	0.797171717	1.20883	0.644492	0.226729
1364555098_921	-0.038211466	0.045468302	0	1R	0.448970365	TRUE	0.494791953	0.496975309	-1.212468684	0.033123	96.535	0.650505051	0.471313131	0.493535354	0.0715348	0.0255012	0.942972
1364503709_492	-0.191813101	0.047585354	0	1R	0.093332174	TRUE	0.169242559	0.190577778	-0.819759399	0.15959	97.165	0.684545455	0.86040404	0.992828283	0.404164	0.163618	0.686092
1364593781_677	0.070137109	0.073719368	0	1R	0.450406938	TRUE	0.495081056	0.488414198	-1.152458187	0.045324	103.87	0.91	0.584343434	0.593939394	0.239896	0.0912949	0.810411
1364557314_495	-0.023312435	0.036239839	0	1R	0.096540617	TRUE	0.174441052	0.169244444	-1.336666638	0.012141	82.741	0.012020202	0.125959596	0.324343434	0.200686	0.0752328	0.840944
1364558221_695	-0.068885935	0.027538605	0	1R	0.122781158	TRUE	0.215411891	0.21540679	-1.155715473	-0.019249	87.121	0.096060606	0.578888889	0.142828283	0.857222	0.407466	0.391322
1364676310_197	0.120625951	0.032998376	0	1R	0.436347525	TRUE	0.491896725	0.484394444	-0.237141455	0.10037	92.387	0.37979798	0.974343434	0.910808081	1.02781	0.517071	0.304039
1364528015_455	0.343334405	0.046417698	0	1R	0.294602038	TRUE	0.415623354	0.406111111	-1.233312088	0.067959	95.242	0.570909091	0.426767677	0.76010101	0.971072	0.4795	0.331512
1364603565_367	-0.221088655	0.067780103	0	1R	0.544048419	TRUE	0.496119473	0.495849383	-1.294940648	0.040253	102.14	0.872828283	0.250505051	0.552525253	0.893912	0.430195	0.371369
1364577143_146	0.119217262	0.023510675	0	1R	0.709338307	TRUE	0.412354947	0.431960494	-1.120273503	0.087716	95.991	0.618282828	0.629494949	0.864040404	0.12645	0.0460588	0.899376
